donor_id,donor_name,donor_age,donor_color,sample_well,sample_polygon,sample_mri_0,sample_mri_1,sample_mri_2,structure_id,structure_name,structure_abbreviation,structure_color,top_level_structure_id,top_level_structure_name,top_level_structure_abbreviation,top_level_structure_color
12876,"H0351.1009","57 years","509800",13754,1288537,124,107,126,12895,"CA4 field","CA4","FFC966",4249,"hippocampal formation","HiF","FFC466"
14380,"H0351.1012","31 years","960050",139379850,112954868,121,118,117,12895,"CA4 field","CA4","FFC966",4249,"hippocampal formation","HiF","FFC466"
15496,"H0351.1015","49 years","C2C200",148955282,124073666,113,101,130,12895,"CA4 field","CA4","FFC966",4249,"hippocampal formation","HiF","FFC466"
15697,"H0351.1016","55 years","EB3B00",160091963,145964256,120,128,107,12895,"CA4 field","CA4","FFC966",4249,"hippocampal formation","HiF","FFC466"
9861,"H0351.2001","24 years","EC891D",2858,41212,114,108,100,12896,"subiculum","S","FFD366",4249,"hippocampal formation","HiF","FFC466"
10021,"H0351.2002","39 years","0079C0",5755,1002563,108,85,113,12896,"subiculum","S","FFD366",4249,"hippocampal formation","HiF","FFC466"
12876,"H0351.1009","57 years","509800",13722,1288900,116,109,126,12896,"subiculum","S","FFD366",4249,"hippocampal formation","HiF","FFC466"
14380,"H0351.1012","31 years","960050",127687821,113462593,111,101,138,12896,"subiculum","S","FFD366",4249,"hippocampal formation","HiF","FFC466"
15496,"H0351.1015","49 years","C2C200",147628196,127001456,114,138,106,12896,"subiculum","S","FFD366",4249,"hippocampal formation","HiF","FFC466"
15697,"H0351.1016","55 years","EB3B00",159438961,147944867,108,139,94,12896,"subiculum","S","FFD366",4249,"hippocampal formation","HiF","FFC466"
9861,"H0351.2001","24 years","EC891D",998,39392,112,115,93,4242,"parahippocampal gyrus","PHG","BF934C",4242,"parahippocampal gyrus","PHG","BF934C"
10021,"H0351.2002","39 years","0079C0",5098,1007964,111,104,103,4242,"parahippocampal gyrus","PHG","BF934C",4242,"parahippocampal gyrus","PHG","BF934C"
12876,"H0351.1009","57 years","509800",13521,1295448,107,141,100,4242,"parahippocampal gyrus","PHG","BF934C",4242,"parahippocampal gyrus","PHG","BF934C"
14380,"H0351.1012","31 years","960050",126439285,114357218,108,143,87,4242,"parahippocampal gyrus","PHG","BF934C",4242,"parahippocampal gyrus","PHG","BF934C"
15496,"H0351.1015","49 years","C2C200",149052680,127050011,117,133,119,4242,"parahippocampal gyrus","PHG","BF934C",4242,"parahippocampal gyrus","PHG","BF934C"
15697,"H0351.1016","55 years","EB3B00",159226157,156685749,110,138,107,4242,"parahippocampal gyrus","PHG","BF934C",4242,"parahippocampal gyrus","PHG","BF934C"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,10142,"piriform cortex","Pir","BF9E4C",4005,"brain","Br","A0A0A0"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,10142,"piriform cortex","Pir","BF9E4C",4005,"brain","Br","A0A0A0"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,10142,"piriform cortex","Pir","BF9E4C",4005,"brain","Br","A0A0A0"
14380,"H0351.1012","31 years","960050",127687667,119962083,122,128,87,10142,"piriform cortex","Pir","BF9E4C",4005,"brain","Br","A0A0A0"
15496,"H0351.1015","49 years","C2C200",156906956,147655427,116,128,86,10142,"piriform cortex","Pir","BF9E4C",4005,"brain","Br","A0A0A0"
15697,"H0351.1016","55 years","EB3B00",159439091,155899644,122,129,72,10142,"piriform cortex","Pir","BF9E4C",4005,"brain","Br","A0A0A0"
9861,"H0351.2001","24 years","EC891D",227,27487,94,86,146,4184,"cuneus","Cun","E87751",4180,"occipital lobe","OL","E88551"
10021,"H0351.2002","39 years","0079C0",5103,1011657,96,71,147,4184,"cuneus","Cun","E87751",4180,"occipital lobe","OL","E88551"
12876,"H0351.1009","57 years","509800",11120,1270777,106,92,146,4184,"cuneus","Cun","E87751",4180,"occipital lobe","OL","E88551"
14380,"H0351.1012","31 years","960050",126434999,112783366,95,102,184,4184,"cuneus","Cun","E87751",4180,"occipital lobe","OL","E88551"
15496,"H0351.1015","49 years","C2C200",141667137,127563326,98,99,177,4184,"cuneus","Cun","E87751",4180,"occipital lobe","OL","E88551"
15697,"H0351.1016","55 years","EB3B00",159226183,157916921,100,95,177,4184,"cuneus","Cun","E87751",4180,"occipital lobe","OL","E88551"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,4205,"inferior occipital gyrus","IOG","E87B51",4180,"occipital lobe","OL","E88551"
10021,"H0351.2002","39 years","0079C0",5265,1020404,138,89,154,4205,"inferior occipital gyrus","IOG","E87B51",4180,"occipital lobe","OL","E88551"
12876,"H0351.1009","57 years","509800",11143,1270796,152,110,162,4205,"inferior occipital gyrus","IOG","E87B51",4180,"occipital lobe","OL","E88551"
14380,"H0351.1012","31 years","960050",126435033,112784547,108,112,190,4205,"inferior occipital gyrus","IOG","E87B51",4180,"occipital lobe","OL","E88551"
15496,"H0351.1015","49 years","C2C200",141667247,127562731,144,106,170,4205,"inferior occipital gyrus","IOG","E87B51",4180,"occipital lobe","OL","E88551"
15697,"H0351.1016","55 years","EB3B00",159225738,157916113,138,113,177,4205,"inferior occipital gyrus","IOG","E87B51",4180,"occipital lobe","OL","E88551"
9861,"H0351.2001","24 years","EC891D",106,27908,98,123,160,4191,"lingual gyrus","LiG","E88051",4180,"occipital lobe","OL","E88551"
10021,"H0351.2002","39 years","0079C0",4820,997625,111,96,126,4191,"lingual gyrus","LiG","E88051",4180,"occipital lobe","OL","E88551"
12876,"H0351.1009","57 years","509800",11277,1270774,123,115,147,4191,"lingual gyrus","LiG","E88051",4180,"occipital lobe","OL","E88551"
14380,"H0351.1012","31 years","960050",126435059,112718482,108,111,158,4191,"lingual gyrus","LiG","E88051",4180,"occipital lobe","OL","E88551"
15496,"H0351.1015","49 years","C2C200",141667169,127563329,113,125,176,4191,"lingual gyrus","LiG","E88051",4180,"occipital lobe","OL","E88551"
15697,"H0351.1016","55 years","EB3B00",159225818,157920168,111,116,186,4191,"lingual gyrus","LiG","E88051",4180,"occipital lobe","OL","E88551"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,4181,"occipital pole","OP","E88551",4180,"occipital lobe","OL","E88551"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,4181,"occipital pole","OP","E88551",4180,"occipital lobe","OL","E88551"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4181,"occipital pole","OP","E88551",4180,"occipital lobe","OL","E88551"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4181,"occipital pole","OP","E88551",4180,"occipital lobe","OL","E88551"
15496,"H0351.1015","49 years","C2C200",149052822,127752039,119,122,185,4181,"occipital pole","OP","E88551",4180,"occipital lobe","OL","E88551"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,4181,"occipital pole","OP","E88551",4180,"occipital lobe","OL","E88551"
9861,"H0351.2001","24 years","EC891D",275,27600,126,114,154,4198,"occipito-temporal gyrus","OTG","E88A51",4180,"occipital lobe","OL","E88551"
10021,"H0351.2002","39 years","0079C0",4821,997659,123,98,131,4198,"occipito-temporal gyrus","OTG","E88A51",4180,"occipital lobe","OL","E88551"
12876,"H0351.1009","57 years","509800",11276,1270766,140,121,147,4198,"occipito-temporal gyrus","OTG","E88A51",4180,"occipital lobe","OL","E88551"
14380,"H0351.1012","31 years","960050",126435155,112797082,127,116,160,4198,"occipito-temporal gyrus","OTG","E88A51",4180,"occipital lobe","OL","E88551"
15496,"H0351.1015","49 years","C2C200",141667197,127562208,132,117,155,4198,"occipito-temporal gyrus","OTG","E88A51",4180,"occipital lobe","OL","E88551"
15697,"H0351.1016","55 years","EB3B00",158158351,157019430,126,126,155,4198,"occipito-temporal gyrus","OTG","E88A51",4180,"occipital lobe","OL","E88551"
9861,"H0351.2001","24 years","EC891D",203,27443,132,89,154,4212,"superior occipital gyrus","SOG","E88F51",4180,"occipital lobe","OL","E88551"
10021,"H0351.2002","39 years","0079C0",5134,1011442,124,61,153,4212,"superior occipital gyrus","SOG","E88F51",4180,"occipital lobe","OL","E88551"
12876,"H0351.1009","57 years","509800",11151,1270794,145,82,161,4212,"superior occipital gyrus","SOG","E88F51",4180,"occipital lobe","OL","E88551"
14380,"H0351.1012","31 years","960050",126435063,112782883,112,79,182,4212,"superior occipital gyrus","SOG","E88F51",4180,"occipital lobe","OL","E88551"
15496,"H0351.1015","49 years","C2C200",149052790,127749299,115,87,185,4212,"superior occipital gyrus","SOG","E88F51",4180,"occipital lobe","OL","E88551"
15697,"H0351.1016","55 years","EB3B00",159225786,157920186,120,94,186,4212,"superior occipital gyrus","SOG","E88F51",4180,"occipital lobe","OL","E88551"
9861,"H0351.2001","24 years","EC891D",242,27324,128,49,149,4111,"angular gyrus","AnG","FF5D62",4084,"parietal lobe","PL","FF6C62"
10021,"H0351.2002","39 years","0079C0",5122,997834,121,46,135,4111,"angular gyrus","AnG","FF5D62",4084,"parietal lobe","PL","FF6C62"
12876,"H0351.1009","57 years","509800",11320,1283486,135,61,138,4111,"angular gyrus","AnG","FF5D62",4084,"parietal lobe","PL","FF6C62"
14380,"H0351.1012","31 years","960050",126434995,112723775,108,63,159,4111,"angular gyrus","AnG","FF5D62",4084,"parietal lobe","PL","FF6C62"
15496,"H0351.1015","49 years","C2C200",141667103,127562530,122,60,167,4111,"angular gyrus","AnG","FF5D62",4084,"parietal lobe","PL","FF6C62"
15697,"H0351.1016","55 years","EB3B00",159226135,157914946,126,84,177,4111,"angular gyrus","AnG","FF5D62",4084,"parietal lobe","PL","FF6C62"
9861,"H0351.2001","24 years","EC891D",722,37601,143,64,111,4104,"supramarginal gyrus","SMG","FF5D62",4084,"parietal lobe","PL","FF6C62"
10021,"H0351.2002","39 years","0079C0",5116,1011246,147,53,111,4104,"supramarginal gyrus","SMG","FF5D62",4084,"parietal lobe","PL","FF6C62"
12876,"H0351.1009","57 years","509800",11303,1279525,137,66,126,4104,"supramarginal gyrus","SMG","FF5D62",4084,"parietal lobe","PL","FF6C62"
14380,"H0351.1012","31 years","960050",126434446,112194026,134,68,151,4104,"supramarginal gyrus","SMG","FF5D62",4084,"parietal lobe","PL","FF6C62"
15496,"H0351.1015","49 years","C2C200",139409845,127050409,149,64,119,4104,"supramarginal gyrus","SMG","FF5D62",4084,"parietal lobe","PL","FF6C62"
15697,"H0351.1016","55 years","EB3B00",158158231,156942013,148,55,117,4104,"supramarginal gyrus","SMG","FF5D62",4084,"parietal lobe","PL","FF6C62"
9861,"H0351.2001","24 years","EC891D",329,36825,84,33,139,4125,"paracentral lobule, posterior part","PCLp","FF6462",4084,"parietal lobe","PL","FF6C62"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,4125,"paracentral lobule, posterior part","PCLp","FF6462",4084,"parietal lobe","PL","FF6C62"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4125,"paracentral lobule, posterior part","PCLp","FF6462",4084,"parietal lobe","PL","FF6C62"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4125,"paracentral lobule, posterior part","PCLp","FF6462",4084,"parietal lobe","PL","FF6C62"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,4125,"paracentral lobule, posterior part","PCLp","FF6462",4084,"parietal lobe","PL","FF6C62"
15697,"H0351.1016","55 years","EB3B00",158158249,156954788,95,27,133,4125,"paracentral lobule, posterior part","PCLp","FF6462",4084,"parietal lobe","PL","FF6C62"
9861,"H0351.2001","24 years","EC891D",1050,39416,148,61,96,4085,"postcentral gyrus","PoG","FF6C62",4084,"parietal lobe","PL","FF6C62"
10021,"H0351.2002","39 years","0079C0",4986,998380,129,50,94,4085,"postcentral gyrus","PoG","FF6C62",4084,"parietal lobe","PL","FF6C62"
12876,"H0351.1009","57 years","509800",11198,1279799,133,54,111,4085,"postcentral gyrus","PoG","FF6C62",4084,"parietal lobe","PL","FF6C62"
14380,"H0351.1012","31 years","960050",126432591,1408334,141,57,109,4085,"postcentral gyrus","PoG","FF6C62",4084,"parietal lobe","PL","FF6C62"
15496,"H0351.1015","49 years","C2C200",141667175,127050456,130,55,117,4085,"postcentral gyrus","PoG","FF6C62",4084,"parietal lobe","PL","FF6C62"
15697,"H0351.1016","55 years","EB3B00",157772864,156504405,151,81,94,4085,"postcentral gyrus","PoG","FF6C62",4084,"parietal lobe","PL","FF6C62"
9861,"H0351.2001","24 years","EC891D",218,27308,97,43,141,4118,"precuneus","PCu","FF7462",4084,"parietal lobe","PL","FF6C62"
10021,"H0351.2002","39 years","0079C0",4909,997818,98,34,127,4118,"precuneus","PCu","FF7462",4084,"parietal lobe","PL","FF6C62"
12876,"H0351.1009","57 years","509800",11288,1283468,101,50,137,4118,"precuneus","PCu","FF7462",4084,"parietal lobe","PL","FF6C62"
14380,"H0351.1012","31 years","960050",126435041,112191395,104,48,138,4118,"precuneus","PCu","FF7462",4084,"parietal lobe","PL","FF6C62"
15496,"H0351.1015","49 years","C2C200",141667229,127562782,93,59,166,4118,"precuneus","PCu","FF7462",4084,"parietal lobe","PL","FF6C62"
15697,"H0351.1016","55 years","EB3B00",159226103,157916041,96,70,177,4118,"precuneus","PCu","FF7462",4084,"parietal lobe","PL","FF6C62"
9861,"H0351.2001","24 years","EC891D",129,27873,111,46,154,4096,"superior parietal lobule","SPL","FF7B62",4084,"parietal lobe","PL","FF6C62"
10021,"H0351.2002","39 years","0079C0",4901,997817,103,30,129,4096,"superior parietal lobule","SPL","FF7B62",4084,"parietal lobe","PL","FF6C62"
12876,"H0351.1009","57 years","509800",11304,1283487,116,57,137,4096,"superior parietal lobule","SPL","FF7B62",4084,"parietal lobe","PL","FF6C62"
14380,"H0351.1012","31 years","960050",126435153,112725871,109,39,159,4096,"superior parietal lobule","SPL","FF7B62",4084,"parietal lobe","PL","FF6C62"
15496,"H0351.1015","49 years","C2C200",139409847,127056990,105,38,128,4096,"superior parietal lobule","SPL","FF7B62",4084,"parietal lobe","PL","FF6C62"
15697,"H0351.1016","55 years","EB3B00",158158241,157026122,115,54,169,4096,"superior parietal lobule","SPL","FF7B62",4084,"parietal lobe","PL","FF6C62"
9861,"H0351.2001","24 years","EC891D",973,39559,133,117,105,4156,"fusiform gyrus","FuG","FF877F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",5210,994881,128,116,86,4156,"fusiform gyrus","FuG","FF877F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",11272,1279552,137,142,127,4156,"fusiform gyrus","FuG","FF877F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126432638,1407818,126,148,98,4156,"fusiform gyrus","FuG","FF877F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",141667157,127056113,139,129,133,4156,"fusiform gyrus","FuG","FF877F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",159226163,156501576,125,149,94,4156,"fusiform gyrus","FuG","FF877F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",1044,39516,132,86,100,4165,"Heschl's gyrus","HG","FF8A7F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",5241,1015789,128,82,98,4165,"Heschl's gyrus","HG","FF8A7F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",13465,1286642,132,101,110,4165,"Heschl's gyrus","HG","FF8A7F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126432538,1407832,144,112,97,4165,"Heschl's gyrus","HG","FF8A7F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",139409827,127048537,141,103,107,4165,"Heschl's gyrus","HG","FF8A7F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",158158213,156684040,134,99,107,4165,"Heschl's gyrus","HG","FF8A7F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",974,39396,133,111,93,4147,"inferior temporal gyrus","ITG","FF8D7F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",5202,994879,130,117,86,4147,"inferior temporal gyrus","ITG","FF8D7F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",11289,1283603,143,126,137,4147,"inferior temporal gyrus","ITG","FF8D7F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126434371,1407368,117,154,87,4147,"inferior temporal gyrus","ITG","FF8D7F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",139409841,126525177,125,147,93,4147,"inferior temporal gyrus","ITG","FF8D7F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",159226109,156685752,136,140,107,4147,"inferior temporal gyrus","ITG","FF8D7F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",964,39466,147,102,105,4140,"middle temporal gyrus","MTG","FF907F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",4860,997630,142,75,129,4140,"middle temporal gyrus","MTG","FF907F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",11335,1279507,151,108,127,4140,"middle temporal gyrus","MTG","FF907F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126432134,1407360,148,132,86,4140,"middle temporal gyrus","MTG","FF907F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",139409825,126703433,154,126,94,4140,"middle temporal gyrus","MTG","FF907F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",158158377,156951641,156,104,133,4140,"middle temporal gyrus","MTG","FF907F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",915,39009,134,98,89,4177,"planum polare","PLP","FF937F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",4834,992902,132,92,89,4177,"planum polare","PLP","FF937F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",11310,1284515,150,104,99,4177,"planum polare","PLP","FF937F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126432556,1407831,142,119,97,4177,"planum polare","PLP","FF937F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",127687057,123636950,143,122,74,4177,"planum polare","PLP","FF937F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",157772862,156432774,136,123,86,4177,"planum polare","PLP","FF937F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",883,39008,154,88,88,4171,"planum temporale","PLT","FF967F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",4826,992900,143,86,88,4171,"planum temporale","PLT","FF967F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4171,"planum temporale","PLT","FF967F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126434359,112193967,148,81,151,4171,"planum temporale","PLT","FF967F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,4171,"planum temporale","PLT","FF967F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",158158279,156949432,151,91,117,4171,"planum temporale","PLT","FF967F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",891,39006,157,92,91,4133,"superior temporal gyrus","STG","FF997F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",4939,998470,155,88,98,4133,"superior temporal gyrus","STG","FF997F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",11319,1283331,160,100,127,4133,"superior temporal gyrus","STG","FF997F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126434583,112193968,153,85,151,4133,"superior temporal gyrus","STG","FF997F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",139409785,127056954,160,82,132,4133,"superior temporal gyrus","STG","FF997F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",158158245,156685332,160,110,107,4133,"superior temporal gyrus","STG","FF997F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",451,28194,138,99,62,4174,"temporal pole","TP","FF9C7F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",4597,978623,138,94,71,4174,"temporal pole","TP","FF9C7F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",11061,1270351,123,136,75,4174,"temporal pole","TP","FF9C7F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126431723,1403544,116,146,78,4174,"temporal pole","TP","FF9C7F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,4174,"temporal pole","TP","FF9C7F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",157772874,155844581,130,133,63,4174,"temporal pole","TP","FF9C7F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",739,37630,125,80,115,4168,"transverse gyri","TG","FF9F7F",4132,"temporal lobe","TL","FF937F"
10021,"H0351.2002","39 years","0079C0",5156,1011354,58,76,109,4168,"transverse gyri","TG","FF9F7F",4132,"temporal lobe","TL","FF937F"
12876,"H0351.1009","57 years","509800",11271,1284221,148,96,110,4168,"transverse gyri","TG","FF9F7F",4132,"temporal lobe","TL","FF937F"
14380,"H0351.1012","31 years","960050",126435886,113796449,159,100,117,4168,"transverse gyri","TG","FF9F7F",4132,"temporal lobe","TL","FF937F"
15496,"H0351.1015","49 years","C2C200",139409843,127048539,158,88,107,4168,"transverse gyri","TG","FF9F7F",4132,"temporal lobe","TL","FF937F"
15697,"H0351.1016","55 years","EB3B00",157772944,156503066,152,113,94,4168,"transverse gyri","TG","FF9F7F",4132,"temporal lobe","TL","FF937F"
9861,"H0351.2001","24 years","EC891D",2786,73464,114,101,83,4328,"amygdalohippocampal transition zone","ATZ","FF60DE",4327,"amygdala","Amg","FF60DE"
10021,"H0351.2002","39 years","0079C0",4898,991129,107,103,75,4328,"amygdalohippocampal transition zone","ATZ","FF60DE",4327,"amygdala","Amg","FF60DE"
12876,"H0351.1009","57 years","509800",13610,1288923,112,121,100,4328,"amygdalohippocampal transition zone","ATZ","FF60DE",4327,"amygdala","Amg","FF60DE"
14380,"H0351.1012","31 years","960050",127687995,112723791,110,122,98,4328,"amygdalohippocampal transition zone","ATZ","FF60DE",4327,"amygdala","Amg","FF60DE"
15496,"H0351.1015","49 years","C2C200",147628391,126769121,107,126,92,4328,"amygdalohippocampal transition zone","ATZ","FF60DE",4327,"amygdala","Amg","FF60DE"
15697,"H0351.1016","55 years","EB3B00",159438945,156844242,106,127,94,4328,"amygdalohippocampal transition zone","ATZ","FF60DE",4327,"amygdala","Amg","FF60DE"
9861,"H0351.2001","24 years","EC891D",2794,81221,116,107,83,4341,"basolateral nucleus","BLA","FF60DE",4327,"amygdala","Amg","FF60DE"
10021,"H0351.2002","39 years","0079C0",5913,1025857,119,98,92,4341,"basolateral nucleus","BLA","FF60DE",4327,"amygdala","Amg","FF60DE"
12876,"H0351.1009","57 years","509800",13649,1295449,116,124,100,4341,"basolateral nucleus","BLA","FF60DE",4327,"amygdala","Amg","FF60DE"
14380,"H0351.1012","31 years","960050",127687899,1396097,116,125,98,4341,"basolateral nucleus","BLA","FF60DE",4327,"amygdala","Amg","FF60DE"
15496,"H0351.1015","49 years","C2C200",147628292,126686407,118,130,92,4341,"basolateral nucleus","BLA","FF60DE",4327,"amygdala","Amg","FF60DE"
15697,"H0351.1016","55 years","EB3B00",160091630,147013810,109,136,86,4341,"basolateral nucleus","BLA","FF60DE",4327,"amygdala","Amg","FF60DE"
9861,"H0351.2001","24 years","EC891D",2810,81220,117,102,83,4350,"basomedial nucleus","BMA","FF60DE",4327,"amygdala","Amg","FF60DE"
10021,"H0351.2002","39 years","0079C0",5850,1004328,110,103,86,4350,"basomedial nucleus","BMA","FF60DE",4327,"amygdala","Amg","FF60DE"
12876,"H0351.1009","57 years","509800",13657,1295450,116,120,100,4350,"basomedial nucleus","BMA","FF60DE",4327,"amygdala","Amg","FF60DE"
14380,"H0351.1012","31 years","960050",127687915,1396099,115,121,98,4350,"basomedial nucleus","BMA","FF60DE",4327,"amygdala","Amg","FF60DE"
15496,"H0351.1015","49 years","C2C200",147628311,120660851,115,126,92,4350,"basomedial nucleus","BMA","FF60DE",4327,"amygdala","Amg","FF60DE"
15697,"H0351.1016","55 years","EB3B00",160091646,157073473,111,133,86,4350,"basomedial nucleus","BMA","FF60DE",4327,"amygdala","Amg","FF60DE"
9861,"H0351.2001","24 years","EC891D",2826,40336,118,100,87,4359,"central nucleus","CeA","FF60DE",4327,"amygdala","Amg","FF60DE"
10021,"H0351.2002","39 years","0079C0",7097,1025957,118,97,92,4359,"central nucleus","CeA","FF60DE",4327,"amygdala","Amg","FF60DE"
12876,"H0351.1009","57 years","509800",13809,1295458,119,117,100,4359,"central nucleus","CeA","FF60DE",4327,"amygdala","Amg","FF60DE"
14380,"H0351.1012","31 years","960050",127687979,1396107,118,117,98,4359,"central nucleus","CeA","FF60DE",4327,"amygdala","Amg","FF60DE"
15496,"H0351.1015","49 years","C2C200",147628359,120660870,119,124,92,4359,"central nucleus","CeA","FF60DE",4327,"amygdala","Amg","FF60DE"
15697,"H0351.1016","55 years","EB3B00",159439071,147057076,114,121,94,4359,"central nucleus","CeA","FF60DE",4327,"amygdala","Amg","FF60DE"
9861,"H0351.2001","24 years","EC891D",2834,73235,113,99,88,4366,"cortico-medial group","COMA","FF60DE",4327,"amygdala","Amg","FF60DE"
10021,"H0351.2002","39 years","0079C0",5763,1004329,106,102,86,4366,"cortico-medial group","COMA","FF60DE",4327,"amygdala","Amg","FF60DE"
12876,"H0351.1009","57 years","509800",13665,1288924,115,117,100,4366,"cortico-medial group","COMA","FF60DE",4327,"amygdala","Amg","FF60DE"
14380,"H0351.1012","31 years","960050",127687931,1396126,113,117,98,4366,"cortico-medial group","COMA","FF60DE",4327,"amygdala","Amg","FF60DE"
15496,"H0351.1015","49 years","C2C200",147628327,121120920,110,124,92,4366,"cortico-medial group","COMA","FF60DE",4327,"amygdala","Amg","FF60DE"
15697,"H0351.1016","55 years","EB3B00",160091662,157580518,112,128,86,4366,"cortico-medial group","COMA","FF60DE",4327,"amygdala","Amg","FF60DE"
9861,"H0351.2001","24 years","EC891D",2873,73461,122,109,83,4378,"lateral nucleus","LA","FF60DE",4327,"amygdala","Amg","FF60DE"
10021,"H0351.2002","39 years","0079C0",5771,1004330,117,107,86,4378,"lateral nucleus","LA","FF60DE",4327,"amygdala","Amg","FF60DE"
12876,"H0351.1009","57 years","509800",13586,1295329,118,126,100,4378,"lateral nucleus","LA","FF60DE",4327,"amygdala","Amg","FF60DE"
14380,"H0351.1012","31 years","960050",127687947,1396096,116,131,98,4378,"lateral nucleus","LA","FF60DE",4327,"amygdala","Amg","FF60DE"
15496,"H0351.1015","49 years","C2C200",147628272,120660819,121,134,92,4378,"lateral nucleus","LA","FF60DE",4327,"amygdala","Amg","FF60DE"
15697,"H0351.1016","55 years","EB3B00",160091614,147013783,112,139,85,4378,"lateral nucleus","LA","FF60DE",4327,"amygdala","Amg","FF60DE"
9861,"H0351.2001","24 years","EC891D",2546,64823,96,91,83,13002,"septal nuclei","SptN","D168FF",4300,"basal forebrain","BF","D168FF"
