donor_id,donor_name,donor_age,donor_color,sample_well,sample_polygon,sample_mri_0,sample_mri_1,sample_mri_2,structure_id,structure_name,structure_abbreviation,structure_color,top_level_structure_id,top_level_structure_name,top_level_structure_abbreviation,top_level_structure_color
10021,"H0351.2002","39 years","0079C0",5706,990118,93,85,74,13002,"septal nuclei","SptN","D168FF",4300,"basal forebrain","BF","D168FF"
12876,"H0351.1009","57 years","509800",13849,1282467,96,98,86,13002,"septal nuclei","SptN","D168FF",4300,"basal forebrain","BF","D168FF"
14380,"H0351.1012","31 years","960050",127687603,114376339,94,100,88,13002,"septal nuclei","SptN","D168FF",4300,"basal forebrain","BF","D168FF"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,13002,"septal nuclei","SptN","D168FF",4300,"basal forebrain","BF","D168FF"
15697,"H0351.1016","55 years","EB3B00",160091500,158438715,98,95,86,13002,"septal nuclei","SptN","D168FF",4300,"basal forebrain","BF","D168FF"
9861,"H0351.2001","24 years","EC891D",2842,41716,116,97,87,13003,"substantia innominata","SI","D168FF",4300,"basal forebrain","BF","D168FF"
10021,"H0351.2002","39 years","0079C0",5698,990119,102,97,75,13003,"substantia innominata","SI","D168FF",4300,"basal forebrain","BF","D168FF"
12876,"H0351.1009","57 years","509800",14177,1300481,116,110,100,13003,"substantia innominata","SI","D168FF",4300,"basal forebrain","BF","D168FF"
14380,"H0351.1012","31 years","960050",127687508,114356722,108,121,87,13003,"substantia innominata","SI","D168FF",4300,"basal forebrain","BF","D168FF"
15496,"H0351.1015","49 years","C2C200",156906924,126524993,109,125,85,13003,"substantia innominata","SI","D168FF",4300,"basal forebrain","BF","D168FF"
15697,"H0351.1016","55 years","EB3B00",160091598,158032961,116,123,86,13003,"substantia innominata","SI","D168FF",4300,"basal forebrain","BF","D168FF"
9861,"H0351.2001","24 years","EC891D",925,51235,114,87,91,12897,"globus pallidus, external segment","GPe","9C53E8",4293,"globus pallidus","GP","9C53E8"
10021,"H0351.2002","39 years","0079C0",5730,991153,105,91,74,12897,"globus pallidus, external segment","GPe","9C53E8",4293,"globus pallidus","GP","9C53E8"
12876,"H0351.1009","57 years","509800",14161,1285631,119,102,100,12897,"globus pallidus, external segment","GPe","9C53E8",4293,"globus pallidus","GP","9C53E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,12897,"globus pallidus, external segment","GPe","9C53E8",4293,"globus pallidus","GP","9C53E8"
15496,"H0351.1015","49 years","C2C200",156434461,126221708,114,125,84,12897,"globus pallidus, external segment","GPe","9C53E8",4293,"globus pallidus","GP","9C53E8"
15697,"H0351.1016","55 years","EB3B00",159226077,158449668,115,103,94,12897,"globus pallidus, external segment","GPe","9C53E8",4293,"globus pallidus","GP","9C53E8"
9861,"H0351.2001","24 years","EC891D",917,51234,111,90,92,12898,"globus pallidus, internal segment","GPi","9C53E8",4293,"globus pallidus","GP","9C53E8"
10021,"H0351.2002","39 years","0079C0",5137,994815,106,89,86,12898,"globus pallidus, internal segment","GPi","9C53E8",4293,"globus pallidus","GP","9C53E8"
12876,"H0351.1009","57 years","509800",14169,1285632,116,106,100,12898,"globus pallidus, internal segment","GPi","9C53E8",4293,"globus pallidus","GP","9C53E8"
14380,"H0351.1012","31 years","960050",126439333,114356712,104,108,88,12898,"globus pallidus, internal segment","GPi","9C53E8",4293,"globus pallidus","GP","9C53E8"
15496,"H0351.1015","49 years","C2C200",156434413,126715267,113,113,92,12898,"globus pallidus, internal segment","GPi","9C53E8",4293,"globus pallidus","GP","9C53E8"
15697,"H0351.1016","55 years","EB3B00",159226093,158449669,111,108,94,12898,"globus pallidus, internal segment","GPi","9C53E8",4293,"globus pallidus","GP","9C53E8"
9861,"H0351.2001","24 years","EC891D",949,40075,110,73,88,12899,"body of the caudate nucleus","BCd","895BFF",4277,"striatum","Str","895BFF"
10021,"H0351.2002","39 years","0079C0",5708,1002812,116,80,116,12899,"body of the caudate nucleus","BCd","895BFF",4277,"striatum","Str","895BFF"
12876,"H0351.1009","57 years","509800",14025,1273581,115,88,111,12899,"body of the caudate nucleus","BCd","895BFF",4277,"striatum","Str","895BFF"
14380,"H0351.1012","31 years","960050",139379842,113074648,124,98,129,12899,"body of the caudate nucleus","BCd","895BFF",4277,"striatum","Str","895BFF"
15496,"H0351.1015","49 years","C2C200",156434429,126220130,106,100,82,12899,"body of the caudate nucleus","BCd","895BFF",4277,"striatum","Str","895BFF"
15697,"H0351.1016","55 years","EB3B00",159226045,158449670,107,89,94,12899,"body of the caudate nucleus","BCd","895BFF",4277,"striatum","Str","895BFF"
9861,"H0351.2001","24 years","EC891D",1225,73304,104,83,71,12900,"head of the caudate nucleus","HCd","895BFF",4277,"striatum","Str","895BFF"
10021,"H0351.2002","39 years","0079C0",4518,976995,105,86,59,12900,"head of the caudate nucleus","HCd","895BFF",4277,"striatum","Str","895BFF"
12876,"H0351.1009","57 years","509800",11278,1275919,104,100,74,12900,"head of the caudate nucleus","HCd","895BFF",4277,"striatum","Str","895BFF"
14380,"H0351.1012","31 years","960050",126432214,1403564,101,100,77,12900,"head of the caudate nucleus","HCd","895BFF",4277,"striatum","Str","895BFF"
15496,"H0351.1015","49 years","C2C200",139409743,126679041,108,102,72,12900,"head of the caudate nucleus","HCd","895BFF",4277,"striatum","Str","895BFF"
15697,"H0351.1016","55 years","EB3B00",159225898,156756809,103,104,72,12900,"head of the caudate nucleus","HCd","895BFF",4277,"striatum","Str","895BFF"
9861,"H0351.2001","24 years","EC891D",2866,41213,124,102,98,12901,"tail of the caudate nucleus","TCd","895BFF",4277,"striatum","Str","895BFF"
10021,"H0351.2002","39 years","0079C0",5836,1013102,127,95,108,12901,"tail of the caudate nucleus","TCd","895BFF",4277,"striatum","Str","895BFF"
12876,"H0351.1009","57 years","509800",13729,1278931,127,120,111,12901,"tail of the caudate nucleus","TCd","895BFF",4277,"striatum","Str","895BFF"
14380,"H0351.1012","31 years","960050",139379882,1406550,127,114,117,12901,"tail of the caudate nucleus","TCd","895BFF",4277,"striatum","Str","895BFF"
15496,"H0351.1015","49 years","C2C200",148955184,127423291,134,114,119,12901,"tail of the caudate nucleus","TCd","895BFF",4277,"striatum","Str","895BFF"
15697,"H0351.1016","55 years","EB3B00",160091867,157070569,115,109,133,12901,"tail of the caudate nucleus","TCd","895BFF",4277,"striatum","Str","895BFF"
9861,"H0351.2001","24 years","EC891D",1241,73303,100,96,70,4290,"nucleus accumbens","Acb","895BFF",4277,"striatum","Str","895BFF"
10021,"H0351.2002","39 years","0079C0",5713,998603,103,96,71,4290,"nucleus accumbens","Acb","895BFF",4277,"striatum","Str","895BFF"
12876,"H0351.1009","57 years","509800",11254,1273712,103,117,75,4290,"nucleus accumbens","Acb","895BFF",4277,"striatum","Str","895BFF"
14380,"H0351.1012","31 years","960050",127687586,113835983,102,117,88,4290,"nucleus accumbens","Acb","895BFF",4277,"striatum","Str","895BFF"
15496,"H0351.1015","49 years","C2C200",139409917,126218224,103,114,72,4290,"nucleus accumbens","Acb","895BFF",4277,"striatum","Str","895BFF"
15697,"H0351.1016","55 years","EB3B00",159226059,156756810,104,118,72,4290,"nucleus accumbens","Acb","895BFF",4277,"striatum","Str","895BFF"
9861,"H0351.2001","24 years","EC891D",1028,39517,122,87,100,4287,"putamen","Pu","895BFF",4277,"striatum","Str","895BFF"
10021,"H0351.2002","39 years","0079C0",4526,976993,113,89,58,4287,"putamen","Pu","895BFF",4277,"striatum","Str","895BFF"
12876,"H0351.1009","57 years","509800",11341,1273711,114,110,74,4287,"putamen","Pu","895BFF",4277,"striatum","Str","895BFF"
14380,"H0351.1012","31 years","960050",139379898,113266299,129,111,117,4287,"putamen","Pu","895BFF",4277,"striatum","Str","895BFF"
15496,"H0351.1015","49 years","C2C200",139409807,123591460,110,103,82,4287,"putamen","Pu","895BFF",4277,"striatum","Str","895BFF"
15697,"H0351.1016","55 years","EB3B00",159226061,158449667,121,99,94,4287,"putamen","Pu","895BFF",4277,"striatum","Str","895BFF"
9861,"H0351.2001","24 years","EC891D",2977,36307,121,90,67,4321,"claustrum","Cl","C0A7FF",4321,"claustrum","Cl","C0A7FF"
10021,"H0351.2002","39 years","0079C0",5705,978619,120,91,71,4321,"claustrum","Cl","C0A7FF",4321,"claustrum","Cl","C0A7FF"
12876,"H0351.1009","57 years","509800",14009,1270187,127,108,88,4321,"claustrum","Cl","C0A7FF",4321,"claustrum","Cl","C0A7FF"
14380,"H0351.1012","31 years","960050",127687651,114357403,123,112,87,4321,"claustrum","Cl","C0A7FF",4321,"claustrum","Cl","C0A7FF"
15496,"H0351.1015","49 years","C2C200",147628277,126995493,125,102,106,4321,"claustrum","Cl","C0A7FF",4321,"claustrum","Cl","C0A7FF"
15697,"H0351.1016","55 years","EB3B00",159439023,156634165,127,122,94,4321,"claustrum","Cl","C0A7FF",4321,"claustrum","Cl","C0A7FF"
9861,"H0351.2001","24 years","EC891D",2547,87442,94,97,106,4521,"habenular nuclei","Hb","85E872",4520,"epithalamus","ET","7AE872"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,4521,"habenular nuclei","Hb","85E872",4520,"epithalamus","ET","7AE872"
12876,"H0351.1009","57 years","509800",14026,1273598,92,104,111,4521,"habenular nuclei","Hb","85E872",4520,"epithalamus","ET","7AE872"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4521,"habenular nuclei","Hb","85E872",4520,"epithalamus","ET","7AE872"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,4521,"habenular nuclei","Hb","85E872",4520,"epithalamus","ET","7AE872"
15697,"H0351.1016","55 years","EB3B00",160091865,157921044,100,95,117,4521,"habenular nuclei","Hb","85E872",4520,"epithalamus","ET","7AE872"
9861,"H0351.2001","24 years","EC891D",2682,665538,91,89,93,4533,"paraventricular nuclei of thalamus","Pa","7AE872",4520,"epithalamus","ET","7AE872"
10021,"H0351.2002","39 years","0079C0",7059,1021983,92,88,94,4533,"paraventricular nuclei of thalamus","Pa","7AE872",4520,"epithalamus","ET","7AE872"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4533,"paraventricular nuclei of thalamus","Pa","7AE872",4520,"epithalamus","ET","7AE872"
14380,"H0351.1012","31 years","960050",127687981,111334757,100,104,98,4533,"paraventricular nuclei of thalamus","Pa","7AE872",4520,"epithalamus","ET","7AE872"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,4533,"paraventricular nuclei of thalamus","Pa","7AE872",4520,"epithalamus","ET","7AE872"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,4533,"paraventricular nuclei of thalamus","Pa","7AE872",4520,"epithalamus","ET","7AE872"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,4532,"pineal gland","PIN","72E875",4520,"epithalamus","ET","7AE872"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,4532,"pineal gland","PIN","72E875",4520,"epithalamus","ET","7AE872"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4532,"pineal gland","PIN","72E875",4520,"epithalamus","ET","7AE872"
14380,"H0351.1012","31 years","960050",139379874,113512322,104,112,129,4532,"pineal gland","PIN","72E875",4520,"epithalamus","ET","7AE872"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,4532,"pineal gland","PIN","72E875",4520,"epithalamus","ET","7AE872"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,4532,"pineal gland","PIN","72E875",4520,"epithalamus","ET","7AE872"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12902,"anterior hypothalamic area","AHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7319,1045386,98,93,85,12902,"anterior hypothalamic area","AHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,12902,"anterior hypothalamic area","AHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687605,119961819,94,117,88,12902,"anterior hypothalamic area","AHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,12902,"anterior hypothalamic area","AHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,12902,"anterior hypothalamic area","AHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12904,"lateral hypothalamic area, anterior region","LHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7303,1036731,99,92,85,12904,"lateral hypothalamic area, anterior region","LHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",13802,1270882,101,118,87,12904,"lateral hypothalamic area, anterior region","LHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687572,114356720,98,115,88,12904,"lateral hypothalamic area, anterior region","LHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906626,146082206,103,115,91,12904,"lateral hypothalamic area, anterior region","LHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091486,158440291,100,115,86,12904,"lateral hypothalamic area, anterior region","LHA","7FFF84",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12905,"paraventricular nucleus of the hypothalamus","PVH","7FFF84",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7382,1036730,95,89,84,12905,"paraventricular nucleus of the hypothalamus","PVH","7FFF84",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",13810,1268626,94,114,86,12905,"paraventricular nucleus of the hypothalamus","PVH","7FFF84",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687556,119961764,93,111,88,12905,"paraventricular nucleus of the hypothalamus","PVH","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906830,148093164,99,112,91,12905,"paraventricular nucleus of the hypothalamus","PVH","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091612,158405195,95,108,86,12905,"paraventricular nucleus of the hypothalamus","PVH","7FFF84",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",2538,394222,102,101,83,12907,"supraoptic nucleus","SO","7FFF84",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7358,1009711,102,96,85,12907,"supraoptic nucleus","SO","7FFF84",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",13794,1267128,101,125,87,12907,"supraoptic nucleus","SO","7FFF84",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687588,114356719,97,121,87,12907,"supraoptic nucleus","SO","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,12907,"supraoptic nucleus","SO","7FFF84",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091628,158405192,105,123,86,12907,"supraoptic nucleus","SO","7FFF84",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",2635,240495,90,100,94,13004,"lateral hypothalamic area, mammillary region","LHM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7050,1020687,102,96,94,13004,"lateral hypothalamic area, mammillary region","LHM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14194,1294332,98,122,100,13004,"lateral hypothalamic area, mammillary region","LHM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687999,111833022,101,113,98,13004,"lateral hypothalamic area, mammillary region","LHM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906912,146082294,102,115,91,13004,"lateral hypothalamic area, mammillary region","LHM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091648,158453292,95,121,94,13004,"lateral hypothalamic area, mammillary region","LHM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12909,"mammillary body","MB","7FFF89",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7074,1023598,103,98,94,12909,"mammillary body","MB","7FFF89",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14202,1299316,100,122,100,12909,"mammillary body","MB","7FFF89",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687825,113558001,103,115,98,12909,"mammillary body","MB","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906976,148093168,102,118,91,12909,"mammillary body","MB","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091600,158439714,94,124,94,12909,"mammillary body","MB","7FFF89",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",2509,67291,97,94,93,12910,"posterior hypothalamic area","PHA","7FFF89",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7082,1020689,98,95,95,12910,"posterior hypothalamic area","PHA","7FFF89",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14210,1294334,97,119,100,12910,"posterior hypothalamic area","PHA","7FFF89",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687951,113603982,99,107,98,12910,"posterior hypothalamic area","PHA","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906864,148223788,98,113,91,12910,"posterior hypothalamic area","PHA","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091616,158453293,95,116,94,12910,"posterior hypothalamic area","PHA","7FFF89",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12911,"supramammillary nucleus","SuM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,12911,"supramammillary nucleus","SuM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14218,1310412,97,122,100,12911,"supramammillary nucleus","SuM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687983,113603638,98,116,98,12911,"supramammillary nucleus","SuM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906928,146082220,99,115,91,12911,"supramammillary nucleus","SuM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091568,158444265,94,119,94,12911,"supramammillary nucleus","SuM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12912,"tuberomammillary nucleus","TM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,12912,"tuberomammillary nucleus","TM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14249,1298073,100,124,100,12912,"tuberomammillary nucleus","TM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687887,111832970,102,115,98,12912,"tuberomammillary nucleus","TM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156907006,148209591,103,118,91,12912,"tuberomammillary nucleus","TM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091552,158439715,96,121,94,12912,"tuberomammillary nucleus","TM","7FFF89",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",2506,394223,96,100,83,4541,"preoptic region","PrOR","7FFF8F",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7342,1036729,96,87,84,4541,"preoptic region","PrOR","7FFF8F",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",13865,1281413,96,116,86,4541,"preoptic region","PrOR","7FFF8F",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687540,119961804,94,111,88,4541,"preoptic region","PrOR","7FFF8F",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906622,148917298,94,115,86,4541,"preoptic region","PrOR","7FFF8F",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091564,158728506,98,110,86,4541,"preoptic region","PrOR","7FFF8F",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12913,"arcuate nucleus of the hypothalamus","ARH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7335,1036733,99,98,85,12913,"arcuate nucleus of the hypothalamus","ARH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,12913,"arcuate nucleus of the hypothalamus","ARH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,12913,"arcuate nucleus of the hypothalamus","ARH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906942,148160815,99,118,91,12913,"arcuate nucleus of the hypothalamus","ARH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091550,158729674,99,122,85,12913,"arcuate nucleus of the hypothalamus","ARH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12914,"dorsomedial hypothalamic nucleus","DMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,12914,"dorsomedial hypothalamic nucleus","DMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14233,1294428,96,121,100,12914,"dorsomedial hypothalamic nucleus","DMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687855,113556744,100,111,98,12914,"dorsomedial hypothalamic nucleus","DMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906878,148072329,100,118,91,12914,"dorsomedial hypothalamic nucleus","DMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091534,158405194,96,114,85,12914,"dorsomedial hypothalamic nucleus","DMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,13007,"lateral hypothalamic area, tuberal region","LHT","7FFF97",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,13007,"lateral hypothalamic area, tuberal region","LHT","7FFF97",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14162,1299249,102,118,100,13007,"lateral hypothalamic area, tuberal region","LHT","7FFF97",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687919,112369307,101,110,98,13007,"lateral hypothalamic area, tuberal region","LHT","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906894,148150284,104,117,91,13007,"lateral hypothalamic area, tuberal region","LHT","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091518,158405289,102,115,86,13007,"lateral hypothalamic area, tuberal region","LHT","7FFF97",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12915,"lateral tuberal nucleus","LTu","7FFF97",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,12915,"lateral tuberal nucleus","LTu","7FFF97",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14178,1298100,104,119,100,12915,"lateral tuberal nucleus","LTu","7FFF97",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687903,113556801,105,115,98,12915,"lateral tuberal nucleus","LTu","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906990,148160720,106,119,91,12915,"lateral tuberal nucleus","LTu","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091632,158440754,97,121,94,12915,"lateral tuberal nucleus","LTu","7FFF97",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12917,"perifornical nucleus","PeF","7FFF97",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,12917,"perifornical nucleus","PeF","7FFF97",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14241,1299292,97,121,100,12917,"perifornical nucleus","PeF","7FFF97",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687871,111263910,104,115,98,12917,"perifornical nucleus","PeF","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906910,122819904,101,117,91,12917,"perifornical nucleus","PeF","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091566,158405196,99,118,85,12917,"perifornical nucleus","PeF","7FFF97",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12919,"ventromedial hypothalamic nucleus","VMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
10021,"H0351.2002","39 years","0079C0",7359,1036732,99,96,85,12919,"ventromedial hypothalamic nucleus","VMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
12876,"H0351.1009","57 years","509800",14225,1294427,98,123,100,12919,"ventromedial hypothalamic nucleus","VMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
14380,"H0351.1012","31 years","960050",127687839,113556745,100,113,98,12919,"ventromedial hypothalamic nucleus","VMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15496,"H0351.1015","49 years","C2C200",156906862,148072328,101,120,91,12919,"ventromedial hypothalamic nucleus","VMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
15697,"H0351.1016","55 years","EB3B00",160091502,158405193,97,118,85,12919,"ventromedial hypothalamic nucleus","VMH","7FFF97",4540,"hypothalamus","Hy","7FFF90"
9861,"H0351.2001","24 years","EC891D",3090,87528,107,95,99,4517,"subthalamus","SbT","92FF5D",4517,"subthalamus","SbT","92FF5D"
10021,"H0351.2002","39 years","0079C0",5875,1027923,107,91,100,4517,"subthalamus","SbT","92FF5D",4517,"subthalamus","SbT","92FF5D"
12876,"H0351.1009","57 years","509800",14242,1287463,104,114,100,4517,"subthalamus","SbT","92FF5D",4517,"subthalamus","SbT","92FF5D"
14380,"H0351.1012","31 years","960050",139379892,111887279,107,111,109,4517,"subthalamus","SbT","92FF5D",4517,"subthalamus","SbT","92FF5D"
